,Number,Name,Department,Functional_Group,Sp_Area_Designed,Area_Briefed,Area Dif
3358937,14.05.02.011,PROCEDURE ROOM (CYSTOSCOPY),14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,17.01,17.00,-0.01
3359177,14.05.02.014,EXAMINATION ROOM (UROFLOW),14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,5.03,5.00,-0.03
3359174,14.05.02.015,EXAMINATION ROOM (UROFLOW),14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,5.03,5.00,-0.03
3359180,14.05.02.016,EXAMINATION ROOM (UROFLOW) (FOR DISABLED PATIENT ),14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,8.05,8.00,-0.05
3359183,14.05.02.017,EXAMINATION ROOM (URODYNAMIC),14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,19.96,17.00,-2.96
3359411,14.05.02.018,EXAMINATION ROOM (BLADDER SCAN),14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,9.45,8.00,-1.45
3359186,14.05.02.019,EXAMINATION ROOM (BLADDER SCAN),14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,8.05,8.00,-0.05
3359072,14.05.02.020,STAFF WC & SHOWER (M & F),14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,8.74,15.00,6.26
4310758,14.05.02.022,6-BED DAY CUBICLE,14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,51.84,52.00,0.16
4310685,14.05.02.023,6-BED DAY CUBICLE,14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,51.84,52.00,0.16
4310471,14.05.02.024,6-BED DAY CUBICLE,14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,51.84,52.00,0.16
4579846,14.05.02.024,6-BED DAY CUBICLE,14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,26.00,26.00,0.00
3359138,14.05.02.026,ENSUITE WC FOR 6-BED DAY CUBICLE,14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,4.57,0.00,-4.57
3359144,14.05.02.027,ENSUITE WC FOR 6-BED DAY CUBICLE,14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,4.57,0.00,-4.57
3359119,14.05.02.028,ENSUITE WC FOR 6-BED DAY CUBICLE,14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,4.57,0.00,-4.57
3359132,14.05.02.029,ENSUITE WC FOR 6-BED DAY CUBICLE,14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,4.57,0.00,-4.57
3359159,14.05.02.030,ENSUITE WC FOR 6-BED DAY CUBICLE,14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,4.57,0.00,-4.57
3359259,14.05.02.033,PUBLIC WC (ACCESSIBLE),14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,5.66,0.00,-5.66
3359262,14.05.02.034,PATIENT WC (UNISEX) DESIGNATED FOR INTRAVESICAL IMMUNO THERAPY & CHEMOTHERAPY,14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,6.38,0.00,-6.38
4274327,14.05.02.036,DIRTY CORRIDOR,14 - DAY SERVICES,14.05.02 - UROLOGY PATIENT AREA,36.92,0.00,-36.92
3359075,14.05.03.001,EXAMINATION ROOM (ESWL),14 - DAY SERVICES,14.05.03 - ESWL & VUD,39.75,40.00,0.25
3359078,14.05.03.003,CONTROL ROOM (FOR ESWL & VUD SUITE),14 - DAY SERVICES,14.05.03 - ESWL & VUD,39.75,40.00,0.25
3359110,14.05.03.004,GOWN-DOWN (FOR ESWL SUITE),14 - DAY SERVICES,14.05.03 - ESWL & VUD,4.96,5.00,0.04
3359108,14.05.03.005,SCRUB ROOM,14 - DAY SERVICES,14.05.03 - ESWL & VUD,4.96,5.00,0.04
3359090,14.05.03.006,PREPARATORY ROOM,14 - DAY SERVICES,14.05.03 - ESWL & VUD,14.94,15.00,0.06
3359102,14.05.03.007,COMPUTER ROOM,14 - DAY SERVICES,14.05.03 - ESWL & VUD,4.98,5.00,0.02
3359093,14.05.03.008,STORE (MEDICAL CONSUMABLE),14 - DAY SERVICES,14.05.03 - ESWL & VUD,14.97,15.00,0.03
3359081,14.05.03.009,EXAMINATION ROOM (VIDEO URODYNAMIC STUDY),14 - DAY SERVICES,14.05.03 - ESWL & VUD,50.06,50.00,-0.06
3359084,14.05.03.010,ENSUITE WC FOR VUD SUITE,14 - DAY SERVICES,14.05.03 - ESWL & VUD,4.57,0.00,-4.57
3359268,14.05.03.011,STORE (EQUIPMENT),14 - DAY SERVICES,14.05.03 - ESWL & VUD,9.98,10.00,0.02
3359308,14.05.03.012,ALCOVES (TROLLEY),14 - DAY SERVICES,14.05.03 - ESWL & VUD,0.99,1.00,0.01
3359311,14.05.03.013,ALCOVES (TROLLEY),14 - DAY SERVICES,14.05.03 - ESWL & VUD,0.99,1.00,0.01
3359116,14.05.03.016,DIRTY UTILITY,14 - DAY SERVICES,14.05.03 - ESWL & VUD,7.67,8.00,0.33
3359113,14.05.03.017,STORE (LINEN),14 - DAY SERVICES,14.05.03 - ESWL & VUD,10.04,10.00,-0.04
3359189,14.05.04.002,DOCTOR WORKROOM / MEDICAL RECORD HOLDING,14 - DAY SERVICES,14.05.04 - SUPPORT AREA,9.96,10.00,0.04
3359305,14.05.04.003,STORE (LINEN),14 - DAY SERVICES,14.05.04 - SUPPORT AREA,9.96,10.00,0.04
3359274,14.05.04.004,STORE (PPE / CONSUMABLE),14 - DAY SERVICES,14.05.04 - SUPPORT AREA,6.49,8.00,1.51
3359105,14.05.04.005,STORE (EQUIPMENT),14 - DAY SERVICES,14.05.04 - SUPPORT AREA,10.04,10.00,-0.04
3359265,14.05.04.006,STORE (MEDICATION) / MEDICATION ROOM,14 - DAY SERVICES,14.05.04 - SUPPORT AREA,10.56,10.00,-0.56
3359280,14.05.04.007,ALCOVES (TROLLEY),14 - DAY SERVICES,14.05.04 - SUPPORT AREA,1.52,1.00,-0.52
3359283,14.05.04.008,ALCOVES (TROLLEY),14 - DAY SERVICES,14.05.04 - SUPPORT AREA,1.52,1.00,-0.52
3359125,14.05.04.011,DIRTY UTILITY,14 - DAY SERVICES,14.05.04 - SUPPORT AREA,8.05,8.00,-0.05
3359277,14.05.04.012,CLEANER'S ROOM,14 - DAY SERVICES,14.05.04 - SUPPORT AREA,3.51,3.00,-0.51
3359271,14.05.04.013,PATIENT MEAL PREPARATION ROOM,14 - DAY SERVICES,14.05.04 - SUPPORT AREA,8.95,9.00,0.05
3359153,14.05.04.014,SOILED LINEN,14 - DAY SERVICES,14.05.04 - SUPPORT AREA,9.20,10.00,0.80
3359150,14.05.04.015,REFUSE,14 - DAY SERVICES,14.05.04 - SUPPORT AREA,8.05,8.00,-0.05
3369550,14.05.05.001,STAFF COMMON ROOM / PANTRY,14 - DAY SERVICES,14.05.05 - STAFF AREA,16.19,15.00,-1.19
3359317,14.05.05.002,OFFICE (WM/NO),14 - DAY SERVICES,14.05.05 - STAFF AREA,12.59,12.00,-0.59
3359314,14.05.06.001,DUTY ROOM / OFFICE (APN/NO),14 - DAY SERVICES,14.05.06 - SHARED AREA,12.59,12.00,-0.59
3359201,14.05.06.004,STAFF CHANGE ROOM WITH LOCKER (M),14 - DAY SERVICES,14.05.06 - SHARED AREA,3.00,10.00,7.00
3359204,14.06.01.001,RECEPTION,14 - DAY SERVICES,14.06.01 - ENTRY/RECEPTION,5.12,5.00,-0.12
3359438,14.06.01.002,ADMISSION,14 - DAY SERVICES,14.06.01 - ENTRY/RECEPTION,12.84,12.00,-0.84
3369072,14.06.01.003,WAITING AREA,14 - DAY SERVICES,14.06.01 - ENTRY/RECEPTION,17.91,20.00,2.09
3368084,14.06.02.001,INTERVIEW ROOM,14 - DAY SERVICES,14.06.02 - BREAST PATIENT AREA,10.85,10.00,-0.85
3359429,14.06.02.002,CONSULTATION ROOM,14 - DAY SERVICES,14.06.02 - BREAST PATIENT AREA,15.07,15.00,-0.07
3359432,14.06.02.003,CONSULTATION ROOM,14 - DAY SERVICES,14.06.02 - BREAST PATIENT AREA,15.07,15.00,-0.07
3359348,14.06.02.004,CONSULTATION ROOM,14 - DAY SERVICES,14.06.02 - BREAST PATIENT AREA,14.81,15.00,0.19
3359647,14.06.02.005,CONSULTATION ROOM,14 - DAY SERVICES,14.06.02 - BREAST PATIENT AREA,14.81,15.00,0.19
3359247,14.06.02.006,CONSULTATION ROOM,14 - DAY SERVICES,14.06.02 - BREAST PATIENT AREA,17.56,15.00,-2.56
3359226,14.06.02.007,PROCEDURE ROOM,14 - DAY SERVICES,14.06.02 - BREAST PATIENT AREA,16.73,17.00,0.27
3359238,14.06.02.008,PROCEDURE ROOM,14 - DAY SERVICES,14.06.02 - BREAST PATIENT AREA,16.85,17.00,0.15
3366479,14.06.02.010,ENSUITE WC  FOR 6-BED DAY CUBICLE,14 - DAY SERVICES,14.06.02 - BREAST PATIENT AREA,4.57,0.00,-4.57
3359367,14.06.02.012,ENSUITE WC FOR 4-BED DAY CUBICLE,14 - DAY SERVICES,14.06.02 - BREAST PATIENT AREA,4.57,0.00,-4.57
3359420,14.06.02.013,PUBLIC WC (F),14 - DAY SERVICES,14.06.02 - BREAST PATIENT AREA,2.57,0.00,-2.57
3359423,14.06.02.014,PUBLIC WC (M),14 - DAY SERVICES,14.06.02 - BREAST PATIENT AREA,2.86,0.00,-2.86
3359426,14.06.02.015,PUBLIC WC (ACCESSIBLE),14 - DAY SERVICES,14.06.02 - BREAST PATIENT AREA,7.38,0.00,-7.38
3359435,14.06.02.016,THREAPY,14 - DAY SERVICES,14.06.02 - BREAST PATIENT AREA,17.74,20.00,2.26
3359391,14.06.03.001,MAMMOGRAPHY EXAMINATION ROOM WITH CONTROL ROOM,14 - DAY SERVICES,14.06.03 - MAMMOGRAPHY,25.01,25.00,-0.01
3359397,14.06.03.002,MAMMOGRAPHY EXAMINATION ROOM WITH CONTROL ROOM,14 - DAY SERVICES,14.06.03 - MAMMOGRAPHY,25.01,25.00,-0.01
3359400,14.06.03.003,MAMMOGRAPHY (INTERVENTIONAL) / PRONE TABLE BREAST-BIOPSY,14 - DAY SERVICES,14.06.03 - MAMMOGRAPHY,25.01,25.00,-0.01
3359403,14.06.03.004,ULTRASOUND SCAN ROOM,14 - DAY SERVICES,14.06.03 - MAMMOGRAPHY,19.82,20.00,0.18
3359394,14.06.03.005,ULTRASOUND SCAN ROOM,14 - DAY SERVICES,14.06.03 - MAMMOGRAPHY,19.82,20.00,0.18
3368174,14.06.03.006,IMAGE VIEWING / REPORTING ROOM,14 - DAY SERVICES,14.06.03 - MAMMOGRAPHY,10.88,10.00,-0.88
3368188,14.06.03.007,IMAGE VIEWING / REPORTING ROOM,14 - DAY SERVICES,14.06.03 - MAMMOGRAPHY,10.88,10.00,-0.88
3359232,14.06.03.008,PATIENT CHANGING ROOM,14 - DAY SERVICES,14.06.03 - MAMMOGRAPHY,7.14,3.00,-4.14
3368527,14.06.03.009,PATIENT CHANGING ROOM,14 - DAY SERVICES,14.06.03 - MAMMOGRAPHY,3.00,3.00,0.00
3359229,14.06.03.010,PATIENT CHANGE (ASSISTED),14 - DAY SERVICES,14.06.03 - MAMMOGRAPHY,3.00,4.00,1.00
3359235,14.06.03.012,PATIENT HOLDING AREA,14 - DAY SERVICES,14.06.03 - MAMMOGRAPHY,10.08,10.00,-0.08
3371190,14.06.03.013,ALCOVES (STRETCHER & WHEELCHAIR),14 - DAY SERVICES,14.06.03 - MAMMOGRAPHY,2.30,2.00,-0.30
3371502,14.06.03.014,ALCOVES (STRETCHER & WHEELCHAIR),14 - DAY SERVICES,14.06.03 - MAMMOGRAPHY,2.42,2.00,-0.42
3222977,14.07.01.001,RECEPTION,14 - DAY SERVICES,14.07.01 - ENTRY/RECEPTION,25.07,20.00,-5.07
3222975,14.07.01.002,WAITING AREA,14 - DAY SERVICES,14.07.01 - ENTRY/RECEPTION,39.82,40.00,0.18
3222982,14.07.01.003,INTERVIEW ROOM,14 - DAY SERVICES,14.07.01 - ENTRY/RECEPTION,10.07,10.00,-0.07
3223041,14.07.02.001,CONSULTATION ROOM,14 - DAY SERVICES,14.07.02 - PATIENT AREA,14.93,15.00,0.07
3223016,14.07.02.005,PATIENT CHANGING WITH LOCKER (M),14 - DAY SERVICES,14.07.02 - PATIENT AREA,4.19,15.00,10.81
3223013,14.07.02.006,PATIENT CHANGING WITH LOCKER (F),14 - DAY SERVICES,14.07.02 - PATIENT AREA,4.19,15.00,10.81
3222985,14.07.02.007,PRE-OPERATIVE HOLDING AREA (FOR FAST TRACK),14 - DAY SERVICES,14.07.02 - PATIENT AREA,20.00,20.00,0.00
3222993,14.07.02.009,1-BED (CHORT),14 - DAY SERVICES,14.07.02 - PATIENT AREA,14.90,12.00,-2.90
3223395,14.07.02.010,1-BED (CHORT),14 - DAY SERVICES,14.07.02 - PATIENT AREA,14.90,12.00,-2.90
3222998,14.07.02.011,ENSUITE WC FOR 1-BED,14 - DAY SERVICES,14.07.02 - PATIENT AREA,4.57,0.00,-4.57
3223400,14.07.02.012,ENSUITE WC FOR 1-BED,14 - DAY SERVICES,14.07.02 - PATIENT AREA,4.57,0.00,-4.57
3222987,14.07.02.013,NURSE STATION,14 - DAY SERVICES,14.07.02 - PATIENT AREA,28.20,25.00,-3.20
3223406,14.07.02.014,DISCHARGE LOUNGE,14 - DAY SERVICES,14.07.02 - PATIENT AREA,20.00,20.00,0.00
3223863,14.07.02.015,SATELLITE NURSE STATION,14 - DAY SERVICES,14.07.02 - PATIENT AREA,3.82,5.00,1.18
3223065,14.07.02.016,ALCOVE (TROLLEY),14 - DAY SERVICES,14.07.02 - PATIENT AREA,1.01,1.00,-0.01
3223068,14.07.02.017,ALCOVE (TROLLEY),14 - DAY SERVICES,14.07.02 - PATIENT AREA,1.01,1.00,-0.01
3223071,14.07.02.018,ALCOVE (TROLLEY),14 - DAY SERVICES,14.07.02 - PATIENT AREA,1.01,1.00,-0.01
3223074,14.07.02.019,ALCOVE (TROLLEY),14 - DAY SERVICES,14.07.02 - PATIENT AREA,1.01,1.00,-0.01
3223053,14.07.02.020,ALCOVE (TROLLEY),14 - DAY SERVICES,14.07.02 - PATIENT AREA,1.01,1.00,-0.01
3223056,14.07.02.021,ALCOVE (TROLLEY),14 - DAY SERVICES,14.07.02 - PATIENT AREA,1.01,1.00,-0.01
3223059,14.07.02.022,ALCOVE (TROLLEY),14 - DAY SERVICES,14.07.02 - PATIENT AREA,1.01,1.00,-0.01
3223062,14.07.02.023,ALCOVE (TROLLEY),14 - DAY SERVICES,14.07.02 - PATIENT AREA,1.01,1.00,-0.01
3223031,14.07.02.024,PATIENT WC (F),14 - DAY SERVICES,14.07.02 - PATIENT AREA,5.66,0.00,-5.66
3250982,14.07.02.025,PATIENT WC (M),14 - DAY SERVICES,14.07.02 - PATIENT AREA,5.66,0.00,-5.66
3249752,14.07.02.026,PATIENT WC (ACCESSIBLE),14 - DAY SERVICES,14.07.02 - PATIENT AREA,9.27,0.00,-9.27
3223038,14.07.03.001,DOCTOR WORKROOM / MEDICAL RECORD HOLDING,14 - DAY SERVICES,14.07.03 - SUPPORT AREA,10.07,10.00,-0.07
3223152,14.07.03.002,STORE (LINEN),14 - DAY SERVICES,14.07.03 - SUPPORT AREA,10.17,10.00,-0.17
3251149,14.07.03.003,STORE (PPE / CONSUMABLE),14 - DAY SERVICES,14.07.03 - SUPPORT AREA,8.51,8.00,-0.51
3223155,14.07.03.004,STORE (EQUIPMENT),14 - DAY SERVICES,14.07.03 - SUPPORT AREA,10.05,10.00,-0.05
3223726,14.07.03.005,STORE (MEDICATION) / MEDICATION ROOM,14 - DAY SERVICES,14.07.03 - SUPPORT AREA,10.17,10.00,-0.17
3251189,14.07.03.006,DIRTY UTILITY,14 - DAY SERVICES,14.07.03 - SUPPORT AREA,8.51,8.00,-0.51
3252125,14.07.03.007,CLEANER'S ROOM,14 - DAY SERVICES,14.07.03 - SUPPORT AREA,4.59,3.00,-1.59
3223004,14.07.03.008,PATIENT MEAL PREPARATION ROOM,14 - DAY SERVICES,14.07.03 - SUPPORT AREA,8.66,9.00,0.34
3251480,14.07.03.009,SOILED LINEN,14 - DAY SERVICES,14.07.03 - SUPPORT AREA,16.89,10.00,-6.89
3251176,14.07.03.010,REFUSE,14 - DAY SERVICES,14.07.03 - SUPPORT AREA,8.51,8.00,-0.51
3258974,14.07.04.002,OFFICE (WM/NO),14 - DAY SERVICES,14.07.04 - STAFF AREA,12.59,12.00,-0.59
3258966,14.07.05.001,DUTY ROOM / OFFICE (APN/NO),14 - DAY SERVICES,14.07.05 - FLOOR SHARED AREA,12.59,12.00,-0.59
3223104,14.08.01.001,RECEPTION,14 - DAY SERVICES,14.08.01 - ENTRY / RECEPTION,8.13,5.00,-3.13
3223197,14.08.01.002,PATIENT HOLDING AREA,14 - DAY SERVICES,14.08.01 - ENTRY / RECEPTION,19.95,20.00,0.05
3223106,14.08.01.003,PATIENT HOLDING AREA (FOR INFECTIOUS PATIENT),14 - DAY SERVICES,14.08.01 - ENTRY / RECEPTION,5.54,5.00,-0.54
3223187,14.08.02.001,ENDOSCOPIC PROCEDURE ROOM,14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,30.12,30.00,-0.12
3223190,14.08.02.002,ENDOSCOPIC PROCEDURE ROOM,14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,30.12,30.00,-0.12
3223181,14.08.02.003,ENDOSCOPIC PROCEDURE ROOM,14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,34.97,30.00,-4.97
3223101,14.08.02.004,ENDOSCOPIC PROCEDURE ROOM,14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,30.12,30.00,-0.12
3223178,14.08.02.005,ENDOSCOPIC PROCEDURE ROOM,14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,30.12,30.00,-0.12
3223184,14.08.02.006,ENDOSCOPIC PROCEDURE ROOM (NEGATIVE PRESSURE),14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,29.29,35.00,5.71
3223149,14.08.02.007,ENDOSCOPIC PROCEDURE ROOM (L)  (NEGATIVE PRESSURE),14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,50.07,50.00,-0.07
3223194,14.08.02.008,ENDOSCOPIC PROCEDURE ROOM (L),14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,52.03,50.00,-2.03
3223109,14.08.02.009,ALCOVE (LEAD APRON),14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,5.04,10.00,4.96
3223111,14.08.02.010,X-RAY CONTROL ROOM,14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,22.24,15.00,-7.24
3223114,14.08.02.011,PREPARATION ROOM,14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,11.77,15.00,3.23
3223117,14.08.02.012,PATIENT WC (F),14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,4.47,0.00,-4.47
3223120,14.08.02.013,PATIENT WC (M),14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,4.47,0.00,-4.47
3223123,14.08.02.014,PATIENT WC (ACCESSIBLE),14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,5.66,0.00,-5.66
3223392,14.08.02.016,DIRTY CORRIDOR,14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,90.30,0.00,-90.30
3223175,14.08.02.017,GI INVESTIGATION PROCEDURE ROOM,14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,29.92,30.00,0.08
3223237,14.08.02.018,ALCOVES (TROLLEY),14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,1.01,1.00,-0.01
3223234,14.08.02.019,ALCOVES (TROLLEY),14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,1.01,1.00,-0.01
3223231,14.08.02.020,ALCOVES (TROLLEY),14 - DAY SERVICES,14.08.02 - PROCEDURE AREA,1.01,1.00,-0.01
3223129,14.08.03.002,DOCTOR WORKROOM / MEDICAL RECORD HOLDING,14 - DAY SERVICES,14.08.03 - SUPPORT AREA,9.95,10.00,0.05
3257035,14.08.03.003,ENDOSCOPE STORE,14 - DAY SERVICES,14.08.03 - SUPPORT AREA,40.05,40.00,-0.05
3223132,14.08.03.004,STORE (STERILE ITEM & ENDOSCOPIC ACCESSORIES),14 - DAY SERVICES,14.08.03 - SUPPORT AREA,29.93,30.00,0.07
3223135,14.08.03.005,TEMPORARY HOLDING FOR USED ENDOSCOPE,14 - DAY SERVICES,14.08.03 - SUPPORT AREA,14.44,15.00,0.56
3223138,14.08.03.006,STORE (LINEN),14 - DAY SERVICES,14.08.03 - SUPPORT AREA,13.19,10.00,-3.19
3223200,14.08.03.007,STORE (PPE / CONSUMABLE),14 - DAY SERVICES,14.08.03 - SUPPORT AREA,7.97,8.00,0.03
3223228,14.08.03.008,ALCOVES (TROLLEY),14 - DAY SERVICES,14.08.03 - SUPPORT AREA,1.01,1.00,-0.01
3223225,14.08.03.009,ALCOVES (TROLLEY),14 - DAY SERVICES,14.08.03 - SUPPORT AREA,1.01,1.00,-0.01
3223222,14.08.03.010,ALCOVES (TROLLEY),14 - DAY SERVICES,14.08.03 - SUPPORT AREA,1.01,1.00,-0.01
3223219,14.08.03.011,ALCOVES (TROLLEY),14 - DAY SERVICES,14.08.03 - SUPPORT AREA,1.01,1.00,-0.01
3223209,14.08.03.012,DIRTY UTILITY,14 - DAY SERVICES,14.08.03 - SUPPORT AREA,9.37,8.00,-1.37
3223142,14.08.03.013,CLEANER'S ROOM,14 - DAY SERVICES,14.08.03 - SUPPORT AREA,6.03,3.00,-3.03
3223206,14.08.03.014,SOILED LINEN,14 - DAY SERVICES,14.08.03 - SUPPORT AREA,9.59,10.00,0.41
3223172,14.08.03.015,REFUSE,14 - DAY SERVICES,14.08.03 - SUPPORT AREA,7.72,8.00,0.28
3223169,14.08.03.016,CHEMICAL STORE,14 - DAY SERVICES,14.08.03 - SUPPORT AREA,7.97,8.00,0.03
3223145,14.08.03.017,STORE (EQUIPMENT),14 - DAY SERVICES,14.08.03 - SUPPORT AREA,20.13,20.00,-0.13
3258952,14.08.04.002,OFFICE (WM/NO),14 - DAY SERVICES,14.08.04 - STAFF AREA,12.59,12.00,-0.59
3258106,14.08.05.001,OFFICE (APN/NO),14 - DAY SERVICES,14.08.05 - FLOOR SHARED AREA,12.59,12.00,-0.59
3062060,16.01.01.001,MAIN SPECIMEN RECEPTION & TRIAGE BENCH,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,24.96,25.00,0.04
3086560,16.01.01.002,PNEUMATIC TUBE SYSTEM & DUMBWAITER / ELECTRIC TRACK VEHICLE SYSTEM AREA,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,5.10,5.00,-0.10
3062717,16.01.01.003,SLIDE PRINTING BENCH,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,15.04,15.00,-0.04
3063466,16.01.01.004,EMBEDDING WORK BENCH,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,30.01,30.00,-0.01
3063717,16.01.01.005,MICROTOMY WORK BENCH,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,35.08,35.00,-0.08
3063994,16.01.01.006,STAINING WORK BENCH,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,30.25,30.00,-0.25
3064307,16.01.01.007,MICROSCOPIC SLIDE COVER SLIPPING BENCH,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,15.01,15.00,-0.01
3064575,16.01.01.008,STAINED SLIDE SORTING WORK BENCH,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,14.95,15.00,0.05
3865021,16.01.01.009,QUALITY CONTROL WORK BENCH FOR HISTOLOGY,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,9.58,15.00,5.42
3062476,16.01.01.010,WEIGHT MEASUREMENT BENCH,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,5.01,5.00,-0.01
3061396,16.01.01.011,SPECIAL SLIDE PREPARATION BENCH,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,10.04,10.00,-0.04
3061684,16.01.01.012,REPORTED SLIDE INVENTORY BENCH,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,10.00,10.00,0.00
3061858,16.01.01.013,PARAFFIN BLOCKS INVENTORY TAKING & FILING BENCH,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,11.20,10.00,-1.20
3066408,16.01.01.014,FUME HOOD AREA,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,7.51,5.00,-2.51
2969425,16.01.01.015,BIOSAFETY ROOM FOR HANDLING FRESH SPECIMENS,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,30.69,30.00,-0.69
2969682,16.01.01.016,GOWN UP,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,9.55,5.00,-4.55
2969616,16.01.01.017,GOWN DOWN,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,8.16,5.00,-3.16
3058937,16.01.01.019,FROZEN SECTION REPORTING ROOM,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,9.99,10.00,0.01
3429144,16.01.01.020,FROZEN SECTION REPORTING ROOM,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,39.97,10.00,-29.97
2986200,16.01.01.021,MAIN GROSS CUTTING & GROSS PHOTOGRAPHY ROOM,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,32.24,30.00,-2.24
3424951,16.01.01.022,MAIN GROSS CUTTING & GROSS PHOTOGRAPHY ROOM,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,62.03,30.00,-32.03
2969374,16.01.01.023,GROSS CUTTING  FOR ULTRA COMPLEX SPECIMEN,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,20.30,20.00,-0.30
2969314,16.01.01.024,BIOPSY HANDLING ROOM,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,31.89,25.00,-6.89
2969305,16.01.01.025,TISSUE PROCESSING ROOM,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,20.03,20.00,-0.03
2969525,16.01.01.026,PATHOLOGISTS' REPORTING ROOM,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,40.18,40.00,-0.18
3060183,16.01.01.028,CLIENT WC (M / F / DISABLED),16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,59.96,60.00,0.04
3060575,16.01.01.029,IMMUNOHISTOCHEMISTRY STAINED SLIDE SORTING WORK BENCH,16 - DEPARTMENT OF PATHOLOGY,16.01.01 - HISTOPATHOLOGY LABORATORY,4.97,5.00,0.03
